Data: 2018-5-31
Czas: 13.56.6
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 011
Czas zgrzewania: 011
-
t [ms]; I [A]; U [V]; F [kN]
90.3; 1274; 984; 1015
90.4; 1263; 1032; 983
90.5; 1259; 992; 1002
90.6; 1275; 1009; 1028
90.7; 1291; 1011; 991
90.8; 1259; 1009; 991
90.9; 1297; 1033; 1001
91.0; 1290; 994; 993
91.1; 1253; 991; 984
91.2; 1291; 1030; 1040
91.3; 1279; 1016; 1041
91.4; 1284; 992; 1016
91.5; 1270; 1026; 1031
91.6; 1303; 1026; 990
91.7; 1251; 999; 990
91.8; 1289; 993; 991
91.9; 1278; 992; 982
92.0; 1290; 980; 984
92.1; 1279; 988; 1018
92.2; 1288; 984; 984
92.3; 1269; 1014; 1018
92.4; 1266; 999; 1032
92.5; 1260; 981; 1005
92.6; 1272; 1024; 999
92.7; 1283; 999; 1017
92.8; 1291; 1012; 1026
92.9; 1284; 1037; 1022
93.0; 1259; 985; 1040
93.1; 1269; 986; 990
93.2; 1265; 1001; 1030
93.3; 1258; 989; 1004
93.4; 1298; 1032; 1015
93.5; 1299; 1007; 991
93.6; 1279; 996; 1033
93.7; 1261; 990; 1024
93.8; 1289; 1000; 1026
93.9; 1270; 1035; 1034
94.0; 1270; 1018; 1001
94.1; 1272; 1004; 1002
94.2; 1278; 1016; 981
94.3; 1275; 1024; 1015
94.4; 1294; 1036; 1029
94.5; 1286; 988; 1033
94.6; 1290; 1029; 997
94.7; 1269; 991; 1016
94.8; 1269; 1009; 1031
94.9; 1301; 1010; 1015
95.0; 1265; 994; 1012
95.1; 1278; 993; 983
95.2; 1293; 1041; 1028
95.3; 1265; 1016; 1006
95.4; 1295; 999; 998
95.5; 1282; 1020; 996
95.6; 1259; 1042; 998
95.7; 1276; 991; 1014
95.8; 1283; 1010; 1000
95.9; 1276; 1022; 984
96.0; 1279; 1002; 998
96.1; 1265; 1017; 1039
96.2; 1282; 1015; 989
96.3; 1278; 1015; 1026
96.4; 1284; 1020; 1022
96.5; 1261; 1010; 1032
96.6; 1266; 972; 973
96.7; 1265; 974; 979
96.8; 1267; 1009; 1036
96.9; 1277; 1045; 999
97.0; 1301; 1022; 1029
97.1; 1272; 1041; 1015
97.2; 1251; 999; 989
97.3; 1269; 1026; 997
97.4; 1301; 1014; 977
97.5; 1268; 994; 1013
97.6; 1253; 1030; 1003
97.7; 1255; 1004; 1005
97.8; 1267; 1005; 1029
97.9; 1282; 1009; 1039
98.0; 1291; 1029; 997
98.1; 1293; 1033; 1024
98.2; 1300; 989; 1013
98.3; 1260; 1010; 1006
98.4; 1273; 1009; 1016
98.5; 1272; 992; 1018
98.6; 1251; 990; 978
98.7; 1286; 1047; 1032
98.8; 1272; 1040; 997
98.9; 1269; 1033; 1018
99.0; 1269; 999; 1000
99.1; 1301; 1014; 1040
99.2; 1277; 1002; 979
99.3; 1261; 1007; 1020
99.4; 1267; 1011; 1031
99.5; 1275; 998; 1016
99.6; 1283; 1013; 999
99.7; 1287; 1009; 989
99.8; 1288; 993; 997
99.9; 1279; 1021; 1009
100.0; 1266; 1006; 1024
